ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score
INC-100561,2025-11-15 18:00:00,2025-11-15 21:56:00.471812599,High,Onboarding,Priya Sharma,Service Desk,Resolved,Berlin,3.7
INC-100931,2025-11-16 00:00:00,2025-11-17 21:44:23.624470312,Medium,Access Request,Alice Brown,Service Desk,Resolved,Hamburg,4.0
INC-101140,2025-11-16 11:00:00,2025-11-16 14:21:47.404652896,High,Access Request,Marta Novak,Security,Resolved,Cologne,2.8
INC-100877,2025-11-16 13:00:00,2025-11-16 15:07:21.316850373,Low,Software,Jonas Weber,Infrastructure,Resolved,Berlin,4.7
INC-100539,2025-11-16 16:00:00,2025-11-17 13:43:38.057814501,Low,Network,Lina Schmitt,Service Desk,Resolved,Cologne,4.7
INC-100927,2025-11-16 21:00:00,2025-11-20 07:09:52.209369920,Medium,Security Incident,Jonas Weber,Infrastructure,Resolved,Remote,3.8
INC-100289,2025-11-17 03:00:00,2025-11-19 21:43:58.680463206,Low,Email,Priya Sharma,Service Desk,Resolved,Remote,5.0
INC-100305,2025-11-17 06:00:00,2025-11-18 10:33:03.022594079,High,Network,Tim Bauer,Network,Resolved,Frankfurt,2.7
INC-100917,2025-11-17 07:00:00,2025-11-18 11:26:38.379700639,Medium,Network,Priya Sharma,Service Desk,Closed,Frankfurt,3.5
INC-100789,2025-11-17 16:00:00,,Medium,Software,Olivia Reed,Network,In Progress,Frankfurt,
INC-100807,2025-11-17 18:00:00,,Medium,Network,Tim Bauer,Network,Open,Hamburg,
INC-100295,2025-11-17 19:00:00,2025-11-19 20:07:13.016040796,Medium,Onboarding,Marta Novak,Security,Resolved,Cologne,3.7
INC-100029,2025-11-17 21:00:00,2025-11-20 04:17:28.685349206,Medium,Onboarding,Sofia Lang,Applications,Resolved,Remote,3.9
INC-100057,2025-11-18 04:00:00,2025-11-18 23:05:37.207721393,Medium,Hardware,Kevin Zhang,Network,Resolved,Berlin,3.5
INC-100331,2025-11-18 05:00:00,,Critical,Hardware,Priya Sharma,Service Desk,Open,Munich,
INC-100229,2025-11-18 06:00:00,2025-11-19 03:44:05.964578166,Medium,Network,Tim Bauer,Network,Resolved,Berlin,5.0
INC-100983,2025-11-18 06:00:00,2025-11-21 02:34:12.939938429,Medium,Network,David Ross,Infrastructure,Resolved,Cologne,4.2
INC-100879,2025-11-18 14:00:00,2025-11-19 22:04:17.193510168,Low,Email,Jonas Weber,Infrastructure,Resolved,Cologne,4.8
INC-100992,2025-11-18 19:00:00,2025-11-19 13:03:01.746225961,Medium,Access Request,Marco Klein,Service Desk,Closed,Frankfurt,4.0
INC-100655,2025-11-19 17:00:00,2025-11-20 11:39:58.530149272,Medium,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.9
INC-100762,2025-11-19 17:00:00,2025-11-20 15:24:13.418477053,Medium,Email,David Ross,Infrastructure,Resolved,Frankfurt,3.4
INC-100132,2025-11-19 20:00:00,,High,Network,Lina Schmitt,Service Desk,In Progress,Remote,
INC-100308,2025-11-19 23:00:00,2025-11-20 20:53:08.840903884,Low,VPN,Priya Sharma,Service Desk,Resolved,Remote,5.0
INC-100034,2025-11-20 02:00:00,,Low,Hardware,Nina Falk,Infrastructure,Open,Hamburg,
INC-100330,2025-11-20 03:00:00,2025-11-22 12:33:33.025743989,Low,Access Request,Marta Novak,Security,Resolved,Munich,4.7
INC-100755,2025-11-20 04:00:00,2025-11-21 04:00:01.906736170,Medium,Hardware,Olivia Reed,Network,Resolved,Hamburg,4.2
INC-100456,2025-11-20 05:00:00,,High,Network,Chris Miller,Applications,In Progress,Remote,
INC-100113,2025-11-20 08:00:00,2025-11-20 20:50:18.647770369,High,Onboarding,Marta Novak,Security,Resolved,Hamburg,4.1
INC-101084,2025-11-20 10:00:00,2025-11-23 20:31:28.154862162,Medium,Software,Lina Schmitt,Service Desk,Resolved,Cologne,4.1
INC-101129,2025-11-20 11:00:00,2025-11-21 22:44:26.637672327,High,Software,Alice Brown,Service Desk,Resolved,Frankfurt,3.9
INC-100158,2025-11-20 16:00:00,2025-11-21 10:10:44.419841249,Low,Access Request,Tim Bauer,Network,Resolved,Munich,4.2
INC-101003,2025-11-20 23:00:00,2025-11-22 01:50:59.932711469,High,Access Request,Chris Miller,Applications,Resolved,Berlin,4.4
INC-100134,2025-11-21 05:00:00,2025-11-22 02:22:37.360616017,Low,Security Incident,David Ross,Infrastructure,Resolved,Munich,5.0
INC-100079,2025-11-22 11:00:00,2025-11-23 23:17:08.006653370,Medium,Network,Alice Brown,Service Desk,Resolved,Frankfurt,4.6
INC-100706,2025-11-22 14:00:00,2025-11-25 07:14:42.611608306,Low,Access Request,Tim Bauer,Network,Closed,Remote,4.1
INC-100126,2025-11-22 15:00:00,2025-11-23 17:35:13.303183496,Low,Access Request,Alice Brown,Service Desk,Resolved,Remote,3.3
INC-100131,2025-11-22 16:00:00,2025-11-24 09:19:15.093356211,Medium,Network,Lina Schmitt,Service Desk,Resolved,Munich,3.9
INC-101029,2025-11-22 16:00:00,2025-11-25 00:26:48.982705906,Medium,Security Incident,Priya Sharma,Service Desk,Resolved,Hamburg,4.6
INC-100980,2025-11-22 18:00:00,2025-11-23 14:48:54.691492751,Medium,Access Request,Tim Bauer,Network,Resolved,Hamburg,3.1
INC-101189,2025-11-22 23:00:00,2025-11-26 06:57:19.687309110,Low,Hardware,Kevin Zhang,Network,Resolved,Remote,5.0
INC-100437,2025-11-23 03:00:00,2025-11-23 11:48:59.226793983,Medium,Access Request,Jonas Weber,Infrastructure,Resolved,Remote,3.9
INC-100116,2025-11-23 11:00:00,2025-11-24 10:12:04.150282727,Medium,Hardware,Priya Sharma,Service Desk,Closed,Remote,3.7
INC-100570,2025-11-24 02:00:00,2025-11-25 17:50:19.384269760,Medium,Network,Priya Sharma,Service Desk,Closed,Remote,4.8
INC-100288,2025-11-24 05:00:00,2025-11-25 09:47:26.436205259,Medium,Software,Alice Brown,Service Desk,Resolved,Berlin,3.8
INC-100922,2025-11-24 09:00:00,2025-11-24 17:10:40.725032367,High,Security Incident,Jonas Weber,Infrastructure,Resolved,Munich,4.1
INC-100978,2025-11-24 09:00:00,2025-11-25 03:47:15.929858502,Low,Network,Tim Bauer,Network,Resolved,Remote,4.3
INC-100708,2025-11-24 09:00:00,2025-11-24 18:35:38.302280447,Medium,VPN,Emre Kaya,Applications,Resolved,Berlin,4.4
INC-100129,2025-11-24 21:00:00,,Medium,Access Request,David Ross,Infrastructure,Open,Remote,
INC-100535,2025-11-25 13:00:00,,High,Software,Olivia Reed,Network,In Progress,Munich,
INC-100930,2025-11-25 17:00:00,,High,Onboarding,Marco Klein,Service Desk,Pending,Munich,
INC-100228,2025-11-26 00:00:00,2025-11-27 20:49:01.452815485,Low,Software,Lina Schmitt,Service Desk,Resolved,Remote,5.0
INC-100597,2025-11-26 01:00:00,2025-11-26 12:11:01.979936466,High,Hardware,Priya Sharma,Service Desk,Resolved,Frankfurt,3.7
INC-100677,2025-11-26 09:00:00,2025-11-29 10:16:19.157504863,Medium,Access Request,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.6
INC-100266,2025-11-26 10:00:00,2025-11-28 15:38:09.691334265,Low,VPN,Olivia Reed,Network,Resolved,Cologne,4.7
INC-100424,2025-11-26 11:00:00,,Medium,Hardware,Jonas Weber,Infrastructure,In Progress,Berlin,
INC-101161,2025-11-26 21:00:00,2025-11-27 14:32:28.936236055,Medium,Security Incident,Marco Klein,Service Desk,Closed,Hamburg,3.9
INC-100242,2025-11-27 04:00:00,2025-11-27 14:44:11.585433039,Medium,Security Incident,Marta Novak,Security,Resolved,Remote,4.5
INC-101118,2025-11-27 17:00:00,,High,Onboarding,Sofia Lang,Applications,In Progress,Cologne,
INC-100985,2025-11-27 21:00:00,2025-11-29 04:00:34.062373305,Medium,Hardware,Emre Kaya,Applications,Resolved,Berlin,4.0
INC-101156,2025-11-27 21:00:00,,Low,Software,Chris Miller,Applications,In Progress,Hamburg,
INC-100260,2025-11-28 00:00:00,,Low,Access Request,Nina Falk,Infrastructure,Open,Cologne,
INC-100966,2025-11-28 04:00:00,2025-12-03 06:42:10.422881630,Low,VPN,David Ross,Infrastructure,Closed,Munich,4.4
INC-100786,2025-11-28 04:00:00,2025-11-29 18:02:48.859840946,High,Software,Priya Sharma,Service Desk,Resolved,Cologne,3.1
INC-100981,2025-11-28 12:00:00,2025-11-30 05:32:27.786106443,Low,Access Request,Kevin Zhang,Network,Closed,Cologne,4.3
INC-100698,2025-11-28 14:00:00,2025-12-03 07:19:22.832002998,Low,Hardware,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.6
INC-100270,2025-11-28 19:00:00,2025-11-30 20:28:11.807523396,Low,Network,Alice Brown,Service Desk,Resolved,Remote,3.7
INC-100548,2025-11-28 20:00:00,2025-11-29 04:53:44.906860197,Critical,Onboarding,Marta Novak,Security,Closed,Cologne,3.3
INC-100915,2025-11-29 01:00:00,2025-11-30 16:14:24.090481141,Medium,Onboarding,Olivia Reed,Network,Resolved,Cologne,4.5
INC-100688,2025-11-29 11:00:00,2025-11-30 06:24:46.244484355,Critical,Security Incident,Lina Schmitt,Service Desk,Closed,Munich,3.3
INC-100520,2025-11-29 15:00:00,2025-11-30 12:16:18.187061765,High,Onboarding,Tim Bauer,Network,Resolved,Munich,3.6
INC-100468,2025-11-30 01:00:00,2025-12-01 16:14:05.880868108,Medium,Network,Chris Miller,Applications,Resolved,Cologne,4.0
INC-100455,2025-11-30 06:00:00,2025-11-30 09:02:13.853585992,Critical,VPN,Lina Schmitt,Service Desk,Resolved,Berlin,3.9
INC-100665,2025-11-30 09:00:00,2025-12-01 13:14:15.218067819,Low,Hardware,Chris Miller,Applications,Closed,Munich,5.0
INC-100531,2025-11-30 15:00:00,2025-12-01 18:47:21.112943527,Low,Network,Tim Bauer,Network,Resolved,Remote,3.8
INC-101188,2025-11-30 15:00:00,2025-12-02 02:36:20.504823699,Low,Network,Emre Kaya,Applications,Resolved,Remote,4.1
INC-100394,2025-11-30 20:00:00,2025-12-04 01:04:56.940321363,Low,Access Request,Priya Sharma,Service Desk,Resolved,Berlin,5.0
INC-100720,2025-11-30 21:00:00,2025-12-02 08:21:03.191801131,Medium,Hardware,Olivia Reed,Network,Resolved,Berlin,3.2
INC-101048,2025-12-01 04:00:00,2025-12-03 08:39:29.043310228,Medium,Access Request,Noah Fischer,Security,Resolved,Hamburg,3.7
INC-100967,2025-12-01 09:00:00,2025-12-02 07:41:41.021973995,Medium,Software,Priya Sharma,Service Desk,Resolved,Hamburg,3.5
INC-100137,2025-12-01 16:00:00,2025-12-02 07:36:21.600490172,High,Software,Alice Brown,Service Desk,Resolved,Munich,3.2
INC-100494,2025-12-01 17:00:00,,Medium,Software,Alice Brown,Service Desk,Open,Remote,
INC-100625,2025-12-02 00:00:00,2025-12-02 22:02:35.910790987,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Remote,3.8
INC-100490,2025-12-02 10:00:00,2025-12-02 20:36:10.836396829,Medium,Hardware,Nina Falk,Infrastructure,Closed,Berlin,4.1
INC-100850,2025-12-02 10:00:00,,Medium,Onboarding,Alice Brown,Service Desk,Pending,Munich,
INC-100193,2025-12-02 17:00:00,2025-12-04 03:03:29.081717996,Medium,Software,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.3
INC-101181,2025-12-02 21:00:00,2025-12-04 01:24:35.393520566,High,Network,Marco Klein,Service Desk,Resolved,Remote,4.5
INC-100956,2025-12-03 15:00:00,2025-12-06 23:27:27.939810743,Medium,Security Incident,Noah Fischer,Security,Resolved,Hamburg,3.8
INC-100896,2025-12-03 18:00:00,2025-12-04 20:57:31.955557243,Medium,Hardware,Sofia Lang,Applications,Resolved,Remote,3.7
INC-100269,2025-12-03 23:00:00,,Critical,Hardware,Marco Klein,Service Desk,Pending,Cologne,
INC-100767,2025-12-04 01:00:00,2025-12-05 08:30:17.829175194,Medium,Access Request,Marco Klein,Service Desk,Resolved,Frankfurt,4.8
INC-101135,2025-12-04 07:00:00,2025-12-04 16:48:53.646986197,Medium,Email,Kevin Zhang,Network,Resolved,Hamburg,3.6
INC-100672,2025-12-04 10:00:00,2025-12-05 06:27:41.783794950,Medium,Onboarding,David Ross,Infrastructure,Resolved,Berlin,4.0
INC-100323,2025-12-04 12:00:00,,High,Hardware,Sofia Lang,Applications,Open,Berlin,
INC-100953,2025-12-04 12:00:00,2025-12-04 15:59:00.003749376,Critical,Onboarding,Priya Sharma,Service Desk,Resolved,Remote,2.6
INC-100601,2025-12-04 21:00:00,2025-12-05 18:10:27.182901247,Medium,Network,Emre Kaya,Applications,Resolved,Hamburg,3.9
INC-100900,2025-12-04 21:00:00,,Low,Onboarding,Sofia Lang,Applications,In Progress,Remote,
INC-100702,2025-12-04 21:00:00,2025-12-07 15:50:01.338897805,Low,Email,Emre Kaya,Applications,Resolved,Berlin,5.0
INC-100987,2025-12-04 23:00:00,2025-12-05 01:54:05.864959347,Low,Email,Nina Falk,Infrastructure,Resolved,Munich,3.4
INC-101200,2025-12-05 21:00:00,2025-12-07 20:49:27.611180461,Low,Access Request,Chris Miller,Applications,Resolved,Hamburg,5.0
INC-100675,2025-12-06 05:00:00,2025-12-06 15:10:47.125861182,High,Software,Priya Sharma,Service Desk,Resolved,Remote,3.5
INC-100343,2025-12-06 05:00:00,,Low,Email,Alice Brown,Service Desk,Pending,Remote,
INC-100825,2025-12-06 14:00:00,2025-12-07 10:38:55.774182448,High,Network,Nina Falk,Infrastructure,Closed,Hamburg,2.6
INC-100996,2025-12-07 05:00:00,,Low,Network,Emre Kaya,Applications,Pending,Cologne,
INC-100240,2025-12-07 13:00:00,2025-12-08 04:37:10.996248012,Medium,Email,Nina Falk,Infrastructure,Resolved,Frankfurt,4.3
INC-100599,2025-12-07 16:00:00,,Critical,Access Request,Lina Schmitt,Service Desk,Open,Remote,
INC-100245,2025-12-07 21:00:00,2025-12-09 09:34:36.452058005,Low,VPN,Marco Klein,Service Desk,Resolved,Frankfurt,2.9
INC-101171,2025-12-07 22:00:00,2025-12-08 09:08:04.249556119,Critical,Software,Sofia Lang,Applications,Resolved,Cologne,2.3
INC-100085,2025-12-08 03:00:00,,High,Software,Emre Kaya,Applications,In Progress,Remote,
INC-100880,2025-12-08 04:00:00,2025-12-11 03:34:10.402116341,Medium,Software,David Ross,Infrastructure,Closed,Berlin,3.4
INC-100192,2025-12-08 06:00:00,,Low,Email,Jonas Weber,Infrastructure,Open,Remote,
INC-101172,2025-12-08 09:00:00,,High,Email,Marta Novak,Security,Pending,Frankfurt,
INC-100040,2025-12-08 14:00:00,2025-12-10 21:03:19.678857076,Medium,Email,Tim Bauer,Network,Closed,Berlin,3.6
INC-101111,2025-12-08 16:00:00,2025-12-09 08:42:52.046974568,Medium,Email,Marta Novak,Security,Resolved,Remote,4.7
INC-100658,2025-12-08 21:00:00,2025-12-09 05:40:14.139164731,Medium,Access Request,Marta Novak,Security,Closed,Frankfurt,4.4
INC-101196,2025-12-09 02:00:00,2025-12-09 15:27:58.343439983,Medium,Software,Priya Sharma,Service Desk,Resolved,Munich,3.3
INC-100458,2025-12-09 03:00:00,2025-12-11 04:00:35.854487614,High,Security Incident,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.9
INC-100475,2025-12-09 05:00:00,2025-12-10 12:58:42.941145812,Medium,Onboarding,Tim Bauer,Network,Closed,Berlin,3.0
INC-100743,2025-12-09 06:00:00,2025-12-10 01:52:17.944119037,High,Software,David Ross,Infrastructure,Closed,Berlin,3.6
INC-100958,2025-12-09 07:00:00,2025-12-10 04:01:35.480477242,Critical,Email,Jonas Weber,Infrastructure,Closed,Remote,3.1
INC-100130,2025-12-09 07:00:00,,Critical,Software,Jonas Weber,Infrastructure,In Progress,Remote,
INC-100341,2025-12-09 08:00:00,2025-12-09 22:16:31.553525769,Medium,Onboarding,Alice Brown,Service Desk,Resolved,Cologne,4.8
INC-100673,2025-12-09 16:00:00,2025-12-13 07:28:18.992166457,Medium,Email,Jonas Weber,Infrastructure,Closed,Berlin,3.9
INC-100920,2025-12-09 17:00:00,2025-12-12 14:28:42.484415243,Medium,Network,Marco Klein,Service Desk,Resolved,Frankfurt,4.0
INC-100099,2025-12-09 19:00:00,2025-12-10 22:38:02.666825681,Medium,Access Request,Sofia Lang,Applications,Resolved,Berlin,3.7
INC-100782,2025-12-09 21:00:00,2025-12-10 15:53:29.114910408,High,Onboarding,Alice Brown,Service Desk,Resolved,Frankfurt,3.0
INC-101128,2025-12-10 00:00:00,,Medium,Network,Olivia Reed,Network,In Progress,Berlin,
INC-100616,2025-12-10 11:00:00,2025-12-11 16:39:22.921330731,Medium,Access Request,David Ross,Infrastructure,Resolved,Berlin,4.1
INC-101068,2025-12-10 19:00:00,,Medium,Network,Marco Klein,Service Desk,In Progress,Cologne,
INC-100600,2025-12-11 04:00:00,2025-12-12 05:45:51.914285329,Medium,Network,Noah Fischer,Security,Closed,Remote,4.2
INC-100569,2025-12-11 05:00:00,2025-12-11 19:41:21.978733957,High,Software,Noah Fischer,Security,Resolved,Frankfurt,3.1
INC-100026,2025-12-11 12:00:00,,Low,Access Request,Nina Falk,Infrastructure,In Progress,Frankfurt,
INC-100984,2025-12-12 12:00:00,2025-12-14 08:22:27.587450169,Low,Software,Lina Schmitt,Service Desk,Closed,Cologne,4.1
INC-101130,2025-12-12 19:00:00,2025-12-13 22:04:11.882061838,High,Email,David Ross,Infrastructure,Resolved,Berlin,3.5
INC-100934,2025-12-12 19:00:00,2025-12-13 16:09:37.917749615,Low,Software,Chris Miller,Applications,Resolved,Hamburg,5.0
INC-100244,2025-12-12 23:00:00,,Medium,Onboarding,Nina Falk,Infrastructure,In Progress,Munich,
INC-100824,2025-12-13 00:00:00,2025-12-13 13:21:22.805224439,Low,VPN,David Ross,Infrastructure,Closed,Berlin,4.4
INC-101089,2025-12-13 05:00:00,2025-12-16 19:25:16.169308075,Low,Access Request,Chris Miller,Applications,Resolved,Berlin,4.0
INC-100771,2025-12-13 11:00:00,2025-12-13 12:53:38.384160412,Critical,Access Request,Priya Sharma,Service Desk,Closed,Remote,2.4
INC-100502,2025-12-13 11:00:00,2025-12-13 20:03:45.442682942,Medium,Email,Priya Sharma,Service Desk,Resolved,Berlin,3.5
INC-100652,2025-12-13 14:00:00,2025-12-15 04:37:45.453047352,Low,Email,Alice Brown,Service Desk,Closed,Frankfurt,5.0
INC-100986,2025-12-13 14:00:00,,Low,Email,Olivia Reed,Network,In Progress,Remote,
INC-100123,2025-12-14 01:00:00,2025-12-15 16:30:11.171678168,Medium,Software,Lina Schmitt,Service Desk,Closed,Hamburg,4.1
INC-100003,2025-12-14 02:00:00,2025-12-16 01:15:34.040305285,Low,Access Request,Olivia Reed,Network,Resolved,Hamburg,3.8
INC-100842,2025-12-14 12:00:00,2025-12-15 04:27:04.365662630,Medium,Email,Priya Sharma,Service Desk,Resolved,Berlin,3.4
INC-100730,2025-12-14 21:00:00,2025-12-15 22:10:51.761327787,High,Network,Alice Brown,Service Desk,Resolved,Berlin,3.5
INC-100316,2025-12-15 06:00:00,2025-12-17 06:19:47.432766137,Low,Onboarding,Olivia Reed,Network,Resolved,Berlin,4.4
INC-100255,2025-12-15 13:00:00,2025-12-17 16:24:03.651962678,Low,Software,Marco Klein,Service Desk,Resolved,Munich,4.7
INC-100372,2025-12-15 19:00:00,,Low,Hardware,Lina Schmitt,Service Desk,In Progress,Remote,
INC-100156,2025-12-15 20:00:00,2025-12-18 13:00:47.948585566,Medium,VPN,Priya Sharma,Service Desk,Closed,Remote,3.7
INC-100446,2025-12-16 02:00:00,,Medium,Hardware,Marco Klein,Service Desk,Pending,Remote,
INC-100237,2025-12-16 04:00:00,,Critical,VPN,Noah Fischer,Security,Open,Munich,
INC-100479,2025-12-16 06:00:00,2025-12-16 18:46:48.124726365,Critical,Onboarding,Chris Miller,Applications,Resolved,Cologne,3.8
INC-100162,2025-12-16 10:00:00,2025-12-16 18:01:18.090947506,Critical,Software,Lina Schmitt,Service Desk,Resolved,Munich,3.1
INC-100108,2025-12-16 13:00:00,2025-12-17 12:29:10.535698567,Medium,Access Request,Noah Fischer,Security,Resolved,Hamburg,4.3
INC-100819,2025-12-16 18:00:00,2025-12-17 23:40:05.126694535,Medium,Security Incident,Kevin Zhang,Network,Closed,Berlin,3.0
INC-100822,2025-12-16 18:00:00,,Medium,VPN,Jonas Weber,Infrastructure,Open,Berlin,
INC-100311,2025-12-16 20:00:00,2025-12-16 21:50:45.087360957,Critical,Network,Noah Fischer,Security,Closed,Remote,3.7
INC-101049,2025-12-17 10:00:00,2025-12-18 01:26:52.772629748,Medium,Email,Tim Bauer,Network,Resolved,Cologne,3.8
INC-100122,2025-12-17 10:00:00,2025-12-19 05:11:05.645950604,Medium,Software,Jonas Weber,Infrastructure,Resolved,Munich,3.3
INC-100859,2025-12-17 14:00:00,2025-12-18 13:46:28.577243004,High,Access Request,Olivia Reed,Network,Closed,Hamburg,3.1
INC-100080,2025-12-17 18:00:00,2025-12-19 04:18:47.648330299,Medium,Network,Nina Falk,Infrastructure,Closed,Remote,3.4
INC-101132,2025-12-17 20:00:00,2025-12-18 23:37:29.973114481,Medium,Hardware,Marco Klein,Service Desk,Closed,Remote,4.5
INC-100641,2025-12-18 00:00:00,,Medium,VPN,Kevin Zhang,Network,In Progress,Hamburg,
INC-100283,2025-12-18 01:00:00,,Medium,Email,Tim Bauer,Network,Open,Berlin,
INC-100736,2025-12-18 02:00:00,2025-12-18 06:09:56.846593107,Critical,Network,Tim Bauer,Network,Resolved,Munich,3.4
INC-100312,2025-12-18 08:00:00,2025-12-18 10:46:39.854524977,Critical,Network,Tim Bauer,Network,Resolved,Frankfurt,2.5
INC-101071,2025-12-18 23:00:00,,Medium,Network,Marco Klein,Service Desk,Pending,Hamburg,
INC-100416,2025-12-19 15:00:00,2025-12-21 06:57:08.942139106,Low,Access Request,Priya Sharma,Service Desk,Resolved,Remote,4.0
INC-100257,2025-12-19 15:00:00,2025-12-20 21:57:51.046021141,Low,VPN,Marta Novak,Security,Resolved,Remote,4.0
INC-100049,2025-12-19 16:00:00,2025-12-20 12:49:51.115637139,High,Software,Emre Kaya,Applications,Resolved,Frankfurt,3.5
INC-100711,2025-12-20 00:00:00,2025-12-20 15:13:37.467007163,High,Software,Jonas Weber,Infrastructure,Resolved,Berlin,3.6
INC-100827,2025-12-20 08:00:00,2025-12-24 15:22:29.930169628,Medium,Network,Marco Klein,Service Desk,Resolved,Hamburg,3.3
INC-100550,2025-12-20 08:00:00,2025-12-21 12:19:47.756541239,High,Access Request,Tim Bauer,Network,Resolved,Cologne,3.9
INC-100098,2025-12-20 19:00:00,2025-12-22 02:30:34.822305007,Medium,Hardware,Chris Miller,Applications,Closed,Munich,3.8
INC-100060,2025-12-20 22:00:00,2025-12-23 01:21:24.519892068,Medium,Hardware,David Ross,Infrastructure,Resolved,Berlin,4.2
INC-100191,2025-12-21 02:00:00,2025-12-22 11:58:04.839071401,Low,Access Request,Alice Brown,Service Desk,Resolved,Hamburg,3.6
INC-100813,2025-12-21 06:00:00,2025-12-23 01:42:06.417350768,Medium,Software,Olivia Reed,Network,Resolved,Hamburg,4.1
INC-100636,2025-12-21 13:00:00,,Low,VPN,Lina Schmitt,Service Desk,Open,Remote,
INC-100788,2025-12-21 15:00:00,2025-12-22 23:10:38.738626492,Low,Hardware,Lina Schmitt,Service Desk,Resolved,Munich,4.0
INC-100615,2025-12-21 16:00:00,2025-12-22 20:01:19.387049678,Medium,Software,Priya Sharma,Service Desk,Resolved,Berlin,3.1
INC-100075,2025-12-21 18:00:00,2025-12-22 06:58:09.836754132,High,Onboarding,Chris Miller,Applications,Resolved,Cologne,4.0
INC-101062,2025-12-22 00:00:00,2025-12-24 01:53:03.344880694,High,Network,Emre Kaya,Applications,Closed,Cologne,3.1
INC-101149,2025-12-22 09:00:00,2025-12-23 20:30:27.274387457,Medium,VPN,David Ross,Infrastructure,Closed,Cologne,3.7
INC-100587,2025-12-22 10:00:00,2025-12-23 00:07:59.226573509,Medium,VPN,David Ross,Infrastructure,Resolved,Berlin,3.7
INC-101183,2025-12-22 19:00:00,,Medium,Access Request,Marco Klein,Service Desk,Open,Cologne,
INC-100941,2025-12-22 19:00:00,2025-12-24 07:55:44.812868624,Low,Access Request,Marta Novak,Security,Closed,Remote,3.6
INC-100422,2025-12-23 14:00:00,,Medium,Software,Marta Novak,Security,In Progress,Remote,
INC-100666,2025-12-23 18:00:00,2025-12-24 22:40:38.496857832,Medium,Email,Noah Fischer,Security,Resolved,Remote,3.6
INC-100184,2025-12-24 02:00:00,2025-12-25 16:18:07.006344596,Low,Hardware,Sofia Lang,Applications,Resolved,Cologne,4.2
INC-100175,2025-12-24 05:00:00,2025-12-24 19:38:23.391957442,Medium,Hardware,Priya Sharma,Service Desk,Closed,Munich,4.5
INC-100875,2025-12-24 08:00:00,,Critical,Network,David Ross,Infrastructure,Pending,Berlin,
INC-100008,2025-12-24 08:00:00,2025-12-25 05:57:18.728666343,Low,Software,Alice Brown,Service Desk,Resolved,Berlin,4.1
INC-100866,2025-12-24 13:00:00,2025-12-25 18:51:35.863545524,Medium,Security Incident,Sofia Lang,Applications,Resolved,Remote,3.4
INC-100204,2025-12-24 22:00:00,2025-12-26 20:52:56.882491904,Medium,Email,Emre Kaya,Applications,Resolved,Remote,4.0
INC-100932,2025-12-24 22:00:00,2025-12-27 12:44:11.876402552,Medium,Hardware,Priya Sharma,Service Desk,Resolved,Remote,3.8
INC-100086,2025-12-25 01:00:00,2025-12-27 15:16:06.763891290,Medium,Software,Jonas Weber,Infrastructure,Resolved,Remote,4.0
INC-100043,2025-12-25 03:00:00,2025-12-26 05:50:53.274520599,High,Access Request,Marco Klein,Service Desk,Resolved,Remote,3.5
INC-100982,2025-12-25 11:00:00,2025-12-25 17:52:22.309904794,Medium,Access Request,Marco Klein,Service Desk,Resolved,Remote,4.2
INC-101194,2025-12-25 17:00:00,2025-12-26 11:29:13.297371195,High,Network,Sofia Lang,Applications,Resolved,Remote,3.1
INC-100223,2025-12-25 23:00:00,2025-12-26 20:13:33.978140778,High,Access Request,Lina Schmitt,Service Desk,Closed,Frankfurt,3.5
INC-100110,2025-12-26 05:00:00,2025-12-26 06:00:00.000000000,Critical,Onboarding,Nina Falk,Infrastructure,Closed,Frankfurt,3.7
INC-101064,2025-12-26 07:00:00,,Medium,Access Request,Lina Schmitt,Service Desk,In Progress,Munich,
INC-101041,2025-12-26 11:00:00,2025-12-26 20:39:47.648033753,Medium,Security Incident,Noah Fischer,Security,Resolved,Hamburg,3.2
INC-100541,2025-12-27 04:00:00,2025-12-27 11:36:24.655118285,High,Hardware,Nina Falk,Infrastructure,Resolved,Cologne,2.7
INC-101045,2025-12-27 04:00:00,2025-12-28 19:28:03.628397467,Medium,Hardware,Marco Klein,Service Desk,Resolved,Munich,4.2
INC-100906,2025-12-27 07:00:00,2025-12-29 07:16:06.867437150,Medium,Software,Nina Falk,Infrastructure,Resolved,Berlin,4.4
INC-100892,2025-12-27 09:00:00,2025-12-28 05:48:13.677505488,Medium,Software,Noah Fischer,Security,Closed,Remote,4.1
INC-101077,2025-12-27 18:00:00,2025-12-29 20:23:57.455620471,Medium,Hardware,Marta Novak,Security,Closed,Remote,3.8
INC-101197,2025-12-28 05:00:00,2025-12-29 00:05:31.332037570,Low,Email,Sofia Lang,Applications,Resolved,Munich,3.5
INC-100430,2025-12-28 16:00:00,2025-12-29 03:53:36.362754403,High,Email,Nina Falk,Infrastructure,Resolved,Remote,2.2
INC-100212,2025-12-29 01:00:00,2025-12-29 19:42:01.082745754,High,Hardware,Marco Klein,Service Desk,Resolved,Cologne,2.7
